,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0
0,"[549, 130, 137, 180]",0.03,0.0,0.02,0.0,0.11,0.0,0.83
1,"[586, 125, 134, 171]",0.11,0.0,0.08,0.0,0.16,0.0,0.64
2,"[578, 121, 142, 175]",0.14,0.0,0.07,0.0,0.17,0.01,0.6
3,"[572, 129, 142, 177]",0.06,0.0,0.05,0.01,0.09,0.05,0.75
4,"[569, 126, 139, 170]",0.36,0.0,0.04,0.0,0.17,0.0,0.43
5,"[573, 110, 135, 176]",0.06,0.0,0.04,0.0,0.04,0.0,0.86
6,"[573, 112, 141, 173]",0.08,0.0,0.03,0.01,0.04,0.0,0.83
7,"[581, 109, 134, 170]",0.17,0.0,0.09,0.0,0.16,0.0,0.58
8,"[577, 112, 139, 172]",0.15,0.0,0.08,0.0,0.12,0.0,0.65
9,"[583, 109, 133, 168]",0.2,0.0,0.13,0.0,0.18,0.0,0.48
10,"[588, 106, 135, 173]",0.1,0.0,0.05,0.0,0.1,0.0,0.74
11,"[574, 119, 137, 170]",0.05,0.0,0.14,0.0,0.3,0.0,0.51
12,"[575, 115, 140, 178]",0.06,0.0,0.12,0.0,0.29,0.0,0.52
13,"[579, 110, 140, 176]",0.05,0.0,0.05,0.03,0.07,0.01,0.8
14,"[589, 110, 136, 171]",0.12,0.0,0.06,0.0,0.09,0.0,0.72
15,"[585, 108, 137, 173]",0.14,0.0,0.14,0.01,0.09,0.01,0.61
16,"[583, 108, 137, 171]",0.11,0.0,0.05,0.0,0.08,0.0,0.76
17,"[605, 108, 131, 166]",0.08,0.0,0.02,0.0,0.08,0.0,0.81
18,"[578, 113, 141, 180]",0.11,0.0,0.05,0.01,0.11,0.02,0.71
19,"[580, 115, 138, 171]",0.11,0.0,0.13,0.0,0.13,0.01,0.61
20,"[580, 113, 139, 172]",0.09,0.0,0.1,0.01,0.12,0.0,0.69
21,"[581, 114, 138, 174]",0.12,0.0,0.09,0.0,0.19,0.0,0.59
22,"[579, 108, 140, 180]",0.09,0.0,0.08,0.02,0.11,0.01,0.7
23,"[572, 115, 140, 176]",0.14,0.0,0.09,0.0,0.24,0.0,0.53
24,"[594, 122, 131, 167]",0.31,0.0,0.07,0.0,0.19,0.0,0.42
25,"[570, 107, 141, 176]",0.09,0.0,0.05,0.0,0.09,0.0,0.77
26,"[569, 121, 133, 175]",0.12,0.0,0.08,0.01,0.15,0.0,0.64
27,"[584, 103, 136, 171]",0.11,0.0,0.07,0.0,0.13,0.0,0.68
28,"[570, 110, 135, 176]",0.1,0.0,0.06,0.01,0.12,0.0,0.71
29,"[573, 119, 135, 169]",0.11,0.0,0.07,0.0,0.26,0.0,0.56
30,"[572, 191, 130, 151]",0.21,0.0,0.36,0.0,0.42,0.0,0.01
31,"[573, 200, 126, 146]",0.1,0.0,0.39,0.0,0.5,0.0,0.01
32,"[574, 151, 134, 169]",0.35,0.0,0.05,0.0,0.18,0.0,0.41
33,"[579, 111, 134, 170]",0.06,0.0,0.05,0.0,0.18,0.0,0.71
34,"[578, 103, 136, 176]",0.1,0.0,0.09,0.0,0.17,0.01,0.62
35,"[570, 107, 138, 178]",0.1,0.0,0.08,0.01,0.24,0.0,0.58
36,"[572, 181, 130, 150]",0.13,0.0,0.31,0.0,0.55,0.0,0.01
37,"[577, 119, 135, 174]",0.08,0.0,0.03,0.01,0.04,0.0,0.84
38,"[577, 156, 129, 154]",0.08,0.0,0.41,0.0,0.27,0.0,0.23
39,"[569, 151, 129, 165]",0.07,0.0,0.21,0.0,0.32,0.0,0.4
40,"[583, 120, 136, 177]",0.08,0.0,0.05,0.01,0.08,0.02,0.77
41,"[576, 183, 126, 150]",0.11,0.0,0.28,0.0,0.57,0.0,0.03
42,"[573, 142, 132, 170]",0.16,0.0,0.08,0.01,0.08,0.01,0.67
