,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1
0,"[532, 158, 178, 225]",0.31,0.0,0.02,0.04,0.22,0.0,0.41,,,,,,,,
1,"[581, 128, 189, 233]",0.22,0.0,0.0,0.53,0.01,0.0,0.23,,,,,,,,
2,"[292, 134, 190, 239]",0.33,0.0,0.01,0.21,0.02,0.01,0.41,,,,,,,,
3,"[314, 150, 178, 236]",0.17,0.0,0.04,0.06,0.39,0.01,0.34,,,,,,,,
4,"[298, 119, 187, 243]",0.56,0.0,0.03,0.16,0.05,0.02,0.2,,,,,,,,
5,"[323, 100, 199, 244]",0.22,0.0,0.02,0.09,0.03,0.0,0.64,,,,,,,,
6,"[316, 111, 189, 241]",0.03,0.0,0.01,0.4,0.01,0.51,0.04,,,,,,,,
7,"[294, 116, 194, 244]",0.57,0.0,0.02,0.1,0.17,0.01,0.15,,,,,,,,
8,"[291, 122, 186, 239]",0.53,0.0,0.09,0.03,0.04,0.01,0.3,,,,,,,,
9,"[308, 107, 194, 247]",0.02,0.0,0.08,0.0,0.02,0.85,0.03,,,,,,,,
10,"[269, 114, 195, 247]",0.6,0.0,0.05,0.12,0.07,0.06,0.11,,,,,,,,
11,"[289, 123, 190, 230]",0.66,0.0,0.01,0.05,0.06,0.0,0.21,,,,,,,,
12,"[308, 126, 199, 242]",0.57,0.0,0.05,0.03,0.14,0.01,0.19,,,,,,,,
13,"[300, 139, 203, 251]",0.57,0.01,0.07,0.01,0.23,0.04,0.07,,,,,,,,
14,"[299, 128, 206, 265]",0.34,0.0,0.03,0.39,0.04,0.03,0.17,,,,,,,,
15,"[259, 141, 205, 249]",0.56,0.0,0.07,0.04,0.24,0.0,0.08,,,,,,,,
16,"[317, 138, 214, 271]",0.63,0.0,0.03,0.03,0.11,0.01,0.19,,,,,,,,
17,"[297, 153, 189, 241]",0.17,0.0,0.01,0.29,0.2,0.0,0.32,,,,,,,,
18,"[261, 125, 207, 257]",0.47,0.0,0.03,0.01,0.07,0.0,0.42,,,,,,,,
19,"[301, 138, 200, 261]",0.38,0.0,0.02,0.01,0.08,0.01,0.51,,,,,,,,
20,"[275, 136, 203, 261]",0.12,0.0,0.01,0.77,0.02,0.06,0.02,,,,,,,,
21,"[290, 143, 203, 260]",0.1,0.0,0.03,0.59,0.02,0.04,0.22,,,,,,,,
22,"[266, 162, 189, 236]",0.12,0.0,0.03,0.13,0.38,0.0,0.35,,,,,,,,
23,"[523, 132, 204, 257]",0.7,0.0,0.07,0.0,0.13,0.0,0.09,,,,,,,,
24,"[503, 161, 199, 256]",0.26,0.0,0.03,0.04,0.14,0.01,0.52,,,,,,,,
25,"[518, 136, 220, 267]",0.43,0.0,0.03,0.39,0.09,0.01,0.05,,,,,,,,
26,"[499, 159, 202, 252]",0.5,0.0,0.13,0.0,0.17,0.01,0.19,,,,,,,,
27,"[553, 152, 211, 263]",0.02,0.0,0.0,0.93,0.01,0.0,0.04,,,,,,,,
28,"[533, 129, 202, 259]",0.78,0.0,0.05,0.0,0.09,0.02,0.04,,,,,,,,
29,"[525, 141, 212, 263]",0.53,0.0,0.05,0.0,0.07,0.26,0.09,,,,,,,,
30,"[512, 137, 210, 267]",0.54,0.0,0.13,0.0,0.16,0.02,0.14,,,,,,,,
31,"[525, 128, 215, 269]",0.22,0.0,0.07,0.0,0.07,0.01,0.63,,,,,,,,
32,"[549, 141, 195, 252]",0.31,0.0,0.3,0.0,0.13,0.22,0.04,,,,,,,,
33,"[525, 147, 202, 251]",0.51,0.0,0.07,0.0,0.3,0.0,0.11,,,,,,,,
34,"[511, 139, 213, 268]",0.29,0.0,0.05,0.0,0.27,0.0,0.39,,,,,,,,
